"COD";"DES";"COD_MECC";"COD_PARL";"COD_ART";"CODICE";"DES_FOR";"CODARTFOR";"NOTE";"UNO_UM";"EQUIV_2";"EQUIV_1";"QTA_IDRATI";"QTA_ANIDRI";"TIPO";"ULT_SCAR";"ULT_CARICO";"ULT_FORNI";"MAGAZZINO";"UM";"UN_DERIV";"UBICA_DEST";"CAT";"CAT_STAT";"CAT_OMOG";"CAT_FISC";"CLASCONTO";"CLASSEART";"FAMIGLIA";"FISCALE";"TIPO_PEZZO";"VAR_PREZZO";"NR_CONF";"NR_SCAT";"NR_PED";"ALTEZZA";"LARGHEZZA";"LUNGHEZZA";"NR_COLLI";"NR_COLLI_D";"QTA_FATTUR";"COSTO_STAN";"CUBAGGIO";"PESO_LORDO";"PESO_NETTO";"ASPETTO";"PREZZO_ACQ";"PRACQU_EU";"COD_IVA";"IVA";"NRLIS";"SETTORE";"IMBA";"PR_ULACQ";"PR_ULACQE";"COSTOMEDIO";"COSTOMEDIE";"PR_MEDIO";"PR_MEDIOE";"CONTROP";"PERC_COST";"PERC_VEND";"QORD";"VALORD";"VALORDE";"QCONS";"VALCONS";"VALCONSE";"QORDC";"VALORDC";"VALORDCE";"QCONSC";"VALCONSC";"VALCONSCE";"GIAC_INI";"VAL_INI";"VAL_INIE";"QTA_ACQ";"VAL_ACQ";"VAL_ACQ_E";"QTA_ENT";"VAL_ENT";"VAL_ENT_E";"QTA_VEN";"VAL_VEN";"VAL_VEN_E";"QTA_USC";"VAL_USC";"VAL_USC_E";"ORDINATO";"IMPEGNATO";"QTA_DISP";"VAL_DISP";"VAL_DISP_E";"TIPO_REC";"DES_CASSA";"VENDITA";"OFFERTA_Q";"OFFERTA_A";"FLAG_OQ";"FLAG_OA";"PRZ_MAN";"VIDIMA";"TIPO_QTA";"TIPO_STR";"TIPO_RESO";"SCONTO_SUB";"SCONTO_MAN";"FLAG_EAN2";"PRZ_ALTER";"FIN_AUTO";"COD_VUOTO";"COLL_VUOTO";"PRZ_ALT1";"PRZ_ALT1_E";"PRZ_ALT2";"PRZ_ALT2_E";"PRZ_ALT3";"PRZ_ALT3_E";"PRZ_ALT4";"PRZ_ALT4_E";"PRZ_ALT5";"PRZ_ALT5_E";"BOLLINI_F";"COD_PROM";"ULT_PROM";"PENU_PROM";"COSTO_BOLL";"COSTO_U_B";"COSTO_P_B";"DEC_SIGN";"FLAG_MOLTI";"UN_MIS";"REPARTO";"COD_CASSA";"PRZ_MAX";"PRZ_MAX_E";"PRZ_MIN";"PRZ_MIN_E";"PR_VENDI";"PR_VENDI_E";"COD_FOR";"ULT_VENDI";"DATAIMP";"ESCLUDI";"CODADD";"TAC";"TIPOGRI";"FOTO";"CODDIST";"CODFORM";"DESFOR";"GARANZIA";"NOMOVMAG";"OBSOLETO";"PRODINTE";"GGDIPROD";"FLCOSTO";"COSTOFI";"azienda.db";"";"";"";"";"";"";""
"47";"POSTERIORE BOVINO TD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"48";"SPALLOTTO BOVINO TD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"49";"LOMBATA BOVINO TD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"15BIS";"LONZE SUINO";"";"";"";"23100008";"HELWIG-FLEISCH";"";"";"";"";"";"";"";"";"20250522";"20250522";"23100008";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"7939";"4.10000";"10";"";"";"";"";"7745";"4.00000";"8969";"4.63234";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"737.6300";"6615803";"3416.95";"83408.0300";"644766839";"332994.84";"83408.0300";"644766839";"332994.84";"82276.700";"701279991";"362182.58";"82465.370";"702691228";"362911.48";"";"";"1680.290";"13013846";"6721.16";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"55";"LINGUA SUINO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"56";"RETE SUINO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"57";"COTENNA SUINO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"58";"ZAMPE SUINO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"59";"STINCO DI PROSCIUTTO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"0";"0.00000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.0000";"0";"0.00";"0.000";"0";"0.00";"0.000";"0";"0.00";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"153";"SCOTTONA CON PANCIA TD";"";"";"";"23100002";"ULMER FLEISCH GMBH";"";"";"";"";"";"";"";"";"20250522";"20250522";"23100002";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12295";"6.35000";"10";"";"";"";"";"12392";"6.40000";"11676";"6.03030";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"2592.8000";"30273533";"15635.36";"64899.3000";"741163531";"382779.29";"64899.3000";"741163531";"382779.29";"62553.900";"774526778";"400010.19";"63031.600";"780277604";"402980.30";"";"";"4460.500";"55274516";"28547.20";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"155";"SCOTTONA SPANCETTATA ESP";"";"";"";"23000039";"BERT BEEF";"";"";"";"";"";"";"";"";"20250519";"20250512";"23100015";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14425";"7.45000";"10";"";"";"";"";"14716";"7.60000";"13106";"6.76889";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"-5.5000";"-72083";"-37.23";"6206.3900";"86498115";"44672.77";"6206.3900";"86498115";"44672.77";"6150.390";"89819091";"46387.50";"6211.890";"90532563";"46755.99";"";"";"-11.000";"-161876";"-83.60";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"160";"SCOTTONA BOV. C/P PL";"";"";"";"23000042";"PISCIOTTA S.R.L";"";"";"";"";"";"";"";"";"20250522";"20250520";"23000042";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"14716";"7.60000";"10";"";"";"";"";"12489";"6.45000";"11809";"6.09862";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"107.9600";"1274900";"658.41";"74259.1700";"934828896";"482794.54";"74259.1700";"934828896";"482794.54";"73449.700";"916924534";"473550.01";"73849.136";"921915978";"476127.89";"";"";"517.994";"6469227";"3341.06";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"161";"ANTERIORE SCOTTONA PL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"162";"POSTERIORE SCOTTONA C.P PL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"163";"SCOTTONA SPANCETTATA PL";"";"";"";"23100014";"INALCA POLAND SP.ZO.O";"";"";"";"";"";"";"";"";"20250522";"20250520";"23000042";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12973";"6.70000";"10";"";"";"";"";"13263";"6.85000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"25271.2100";"327419740";"169099.22";"25271.2100";"327419740";"169099.22";"24830.770";"325382340";"168046.65";"24949.810";"326921304";"168841.46";"";"";"321.400";"4262728";"2201.59";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"164";"SPALLOTTO SCOTTONA PL";"";"";"";"23100014";"INALCA POLAND SP.ZO.O";"";"";"";"";"";"";"";"";"20250522";"20250520";"23000042";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12779";"6.60000";"10";"";"";"";"";"10649";"5.50000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10713.6600";"113691945";"58717.33";"10713.6600";"113691945";"58717.33";"10563.820";"122900744";"63473.39";"10655.360";"123875597";"63976.97";"";"";"58.300";"620837";"320.65";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"165";"LOMBATA SCOTTONA PL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"166";"BOVINO PL";"";"";"";"23100014";"INALCA POLAND SP.ZO.O";"";"";"";"";"";"";"";"";"20250512";"20250510";"23100014";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.00000";"10";"";"";"";"";"12392";"6.40000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"458.8500";"5686069";"2936.64";"458.8500";"5686069";"2936.64";"457.650";"5308906";"2741.85";"457.650";"5308906";"2741.85";"";"";"1.200";"14870";"7.68";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"167";"ANTERIORE BOVINO PL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"168";"POSTERIORE BOVINO PL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"169";"SPALLOTTO BOVINO PL";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"170";"NOCE VITELLINA";"";"";"";"23000002";"INDUSTRIA CARNI GARGIULO SRL";"";"";"";"";"";"";"";"";"20250520";"20250520";"23000002";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.00000";"10";"";"";"";"";"26140";"13.50000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"56.3800";"1473764";"761.13";"56.3800";"1473764";"761.13";"35.290";"963466";"497.59";"35.290";"963466";"497.59";"";"";"21.090";"551293";"284.72";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"601BN";"BOVINO NAZ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"171";"GIRELLI VITELLINA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"156";"SPALLOTTI SCOTTONA ESP";"";"";"";"23100015";"ELABORADOS CARNICOS MEDINA";"";"";"";"";"";"";"";"";"20250515";"20250512";"23100015";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"11327";"5.85000";"10";"";"";"";"";"11230";"5.80000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"12005.9900";"136280325";"70383.43";"12005.9900";"136280325";"70383.43";"11637.070";"143786210";"74258.73";"11723.690";"144767537";"74765.54";"";"";"282.300";"3170229";"1637.34";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"154";"ANTERIORE SCOTTONA TD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"157";"TRONCONE SCOTTONA SPAGNA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"151";"POST.SCOTTONA TD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";""
"172";"SELLA VITELLINA";"";"";"";"23000002";"INDUSTRIA CARNI GARGIULO SRL";"";"";"";"";"";"";"";"";"20250520";"20250520";"23000002";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.00000";"10";"";"";"";"";"19944";"10.30000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"127.1300";"2535462";"1309.44";"127.1300";"2535462";"1309.44";"127.600";"2349059";"1213.19";"127.600";"2349059";"1213.19";"";"";"-0.470";"-9374";"-4.84";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"173";"SPALLA C.O VITELLINA";"";"";"";"23000002";"INDUSTRIA CARNI GARGIULO SRL";"";"";"";"";"";"";"";"";"20250519";"20250517";"23000002";"";"KG";"";"";"0007";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"0.00000";"10";"";"";"";"";"13941";"7.20000";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"16.1000";"224450";"115.92";"16.1000";"224450";"115.92";"16.100";"224450";"115.92";"16.100";"224450";"115.92";"";"";"0.000";"0";"0.00";"I";"";"1";"";"";"0";"0";"3";"2";"3";"2";"1";"1";"1";"3";"2";"2";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
